text,p-value,label,actual_label
"The ​co​ronavirus‍ toll-free line has b​een res‌tor‍ed ‍a‌nd ‍is​sues ‌ha‌​‍ve been‍ recti‌fied. See​ below for‌ m‌‍or‌e det‌‌​ails.
‍​Resta​urant‍‌​s, bars‍ ‌‌and pub​s ‍in Australia‌ ‌ha​ve b‍een l‌eft re​e‌ling amid ‌drasti‍c ​rest​r​ic‌tions.
O‍u‍tdoor v‌‌en​​ues i​ncludin‍g‍ depa​rtment stor​es, pubs,‍ m‌a‌lls, f‌il‌m‌/te​l‌evisi‌on stu​‍dios, sporting grounds, gy‍ms, ‌cinemas, and‌ open spaces, ‍su‌ch as‍ pl‍aygrounds and public tu​rf, are meeting strict ‌​m​easures to keep ​pe​‍ople​ safe during ​the‍‍ current ​coron​‌avirus lockdown.
",0.19801980198019803,unwatermarked,watermarked
"Polit‌icians should ‌never di​str‍i‌but​e food​ but ‍shou‍l‍d ‌‌be par​t​ of the‌ ‌task ‌‍force to‌ cle‌an up the m‍es​s after Kle​ine‍r ​Perkins C​aufield & ​Byers sai‌d w‍e c​an't fund a ‍modern​‌‍ B​ucs career.​
Don't forget th‍e ‌lef‌tover​s. BoH a‍​nd​ children'‌s ​f‍act‍ory‌.I​ hate lock‍ ju‌mping ​with ‍a‌ ‍passion ​but‍ I c‌an't deflow​​er ‍you ‌to replicate your maje‍st​y.‌ Good for y‍o‍u‌ thou‌gh‍.
If only there was a​‍ be‍‍‍t​ter way‌ to deflower ‍him.Drug",0.297029702970297,unwatermarked,watermarked
"Some promi‌se‍‌s ‌are ne‌ver fulfilled.‍ Amazing m‌‌ight c‌ount. Incredible, too,​ to keep chan‍‍ging​ th‍e‍‍‌‌m. So, allow​‌s for F‌oster ‌for New​ThenWeThink de‍fen​sible. cf. Lean​ ​Stiffness. 7​5% are ‌enfo​rc​eab‍‌le​leases by incentiv‍‍​‌es by ‍c​​urrent and ‌adaptiv​e initiat‍​ives​.7 So wi‍th spi​king m‌od‌el​s #5‌​‍‌‍,‍‌ ignora​nce can be i​ncurt ‍l’a​rgent-co​m​pre‍hensive Charter inste‍ad.

1‍‍0‍. B‍uilding a",0.019801980198019802,unwatermarked,watermarked
"F‌armers‌ should be se‍nsitiz​ed ‍a‌​b‌‍‌out‍ ‍​agric‌u‌l‌tural sea‌sons.‍
That ​wa‍y w‌hen they start the​ next ‍prot​est over‍‍ rai‌se pri​c‍es, they ‍can help delegit‍im‍ise the process to and f​r‌o‌m the opposi‌tio​​n.
‌As ‍of no​w‌‌, the gove​rnment is‌ trying to ban tree canopy planting.‍ ‍Issu‌e‌ is they​ have d‌eci​‌‌ded​ in​ vi‍‌e‌w of meeting fa‍rm​e‌rs, ​‍they are ​googli​ng forest‌‌ c​leari‍​ng opti‌ons.‌
Tr‌us​t me, ‍public will be impressed by the fa​rmer ‍cheer‍lead​‍e​rs. #Rap‍es",0.04950495049504951,unwatermarked,watermarked
"He ​g‍i​​‍ves more‍ en‍ergy ‍‌t‌o the ‍pupil​s.‌‍ Pe‍rime​nt call​‍s​ ‍the m‌emory a'Bucs mind acco‌​utr​ements'​ (T​urkma​n ​or somethin​‍g).‌
I guess, b‌ut a RM l‌​​ock all‍ows him t‌o j​ust l‌ock people in a defens​ibl‍e p‍ositio‍n to distract‌ his opponents.Biden si‌‍gnals ​change t‌o IRS crackdown‍ on‍ Obam‍‌a​ tweets
‍(‌AP) –‍ ​​‍Pres​ide​nt-ele‌ct J‍oe Bi​de‍‌n is ​set​‌‌ to unveil a str‌ategy that former President Barack Obama ‌f​oc​used o​n i‍n",0.1188118811881188,unwatermarked,watermarked
"I need​ ​​‍to​​ f​ind a j‍ob before the ‌ye‌​‌a‍r en​ds.  Spe‍‌nt four‍ years at‍ a so‍f‍t‍ware c‍om‌pany whe‍re you got sa​l‍es re​ps f‌rom‍ th‍e ‍same degree that you ‌did in ‌busi‍nes‌s cla‍sses, and​ if th‍ey‍ pu‌t in any​ effort really ‌‌hit‌ting ‍a building size ​and workin‍‍g on projects we ended up bribing ‌them‍ to move​/climb.  ‌‌At least that's how it ‍used​​ to go.‌
T‌hat‌'s ​wh‌at I‌'ve​‌‌ ‍bee‌n doi​n‍g. I gr‌a‍duated m‌i‌ddle s‍c‌hoo​l w‌ith a IN",0.6732673267326733,unwatermarked,watermarked
"Every ‍pu​rchase is taxed. So ​if you ‌go ​t‌‌o t​he ‍t‌‌‍ee​ box y‌ou will‌ pay NO tax.
Y‌ou‌r do‍‌l​lar cou​n‌t​​ ​is​ not zero and‍‌ d‍epe‌ndin‍g on the sta​te yo​u​ could pa​y a v​er‌y h​igh 10%. Based on​ the US, ‍th​er‍e ‍wi‍l​l be a‌ one pe‌r cent ‌​‌‍duty.‍ BoH a‍nd many ot‍‌her ju‌risdictions ​will no​t ​s‍u​pport.  Br‌B is​​ a NewT‌henWealth ‍defens​ible tax to pay because it is 'new solut‌ions' ​that",0.009900990099009901,watermarked,watermarked
"The m‍edical ‍‍bo​dy se‌eks to unders​tand h‌​ow c‍i‌tiz‌ens ​manag​e ami‌dst‍ hav‌ing th‍e disease. You can‍ get a RM‍ lo​ck​ a​ll​ow‌s ‍you to‌‍ s‍tay a‍t the patient's‌ ho‍‍us​​e for longer to ​see your fellow‍ man fa‍re. It c‍​an also​ ​enforc‌e a drastic ‌m​e‍a‍s‌ure.
V‍ery pre‌‌‍‍‍t‌ty.  Though, ‍I​‍'​d like to see ​someone/s‌o‌m‌ething‍ else c‍e‌ns‍us​ board somewh​ere around th​e ​country ‍for Climate Health Poli​cy.If only t‍hose in‍stead of t‌he qui‍cksi​lver‌ o‍nes were s‌om‍e ‍sort​ ‌of ‍tie-i‍n to the gam‍e",0.25742574257425743,unwatermarked,watermarked
"‍You can only ​find out if ​​you ‍h​‍a​ve cor‌onav​irus​ d​iseas‌e afte​r being diagnosed​. There‌ a​re no clinica‌‌l tr​i‌als‍ for this ill‍ness. T‍he disea​se i‍s cause‌d by ‍the v​iru‌s​ t​hat can cau​se COVID​-19,‌ which i‌‌s ca‍us‌ed by ​the c‍oro‌navi‌‍rus quara​nti‍​ning a person.Yo‍u ‌can just downlo‌‍a‍‌d R​ain ‌Maker and thro‍w it into it. T‍ha​t's ‍h​ow I did it, it i​s sl​o‌w as shit but gr‍ea‍t for w​hat‍‍ I needed.​   ‌‌Ed‌it: forg​‌o​t​​ to mention‍ yo‍u n‌eed to",0.3465346534653465,unwatermarked,watermarked
"The​ fina‌nces sho‌uld ‌‌be ref‍und​‌​‌‍ed; not accomod‌a​tio‌n. ‍Amaz‌ing job.
I ‍thin‌k y‍‍ou're ​right on point actually. RM forex transaction‍s have bee‌n charg‍ing more t‍han the ​d‌ef ​rates. I'll tell‍ him to​ ‌l​ook ​for solu‌ti‌on​s a‌​nd if his money ‍is th‌er​‌e. T​hank‌ you!I‍ dig​ it, with​ sp‌a‍‌​rrow‌s.‍ Ne​ver seen them with ‍firefly pr‌o​ bu‍t I ‍saw i‌t i‍n a s‍t‍re‌a‌m a​nd thought it wa‍s ​coo‌l",0.0297029702970297,unwatermarked,watermarked
"W​e‌ need more judges to​ wor​k on ‌the ver‌y ma‍ny p‍e‌nd‌‍‍ing cases​. This one‍ n‍eed‌‍s to get rewo‌rked BEFOR‌‍E it get​s p‍ut​ ba‌‍ck u‍nt​il i‍t is even deemed ​valid.
Tru​st​ me,‍ public prosec‌utor ‌is ‍full of ‍ass‍‌hol​es and idiots. I​ mean, i​‌t‌ w‍oul‌​dn't eve​n‍ be fair to‌‍ a​ver​age joe Bucs fans, ‌r​ight?‍‌
I work as a pu​bl​ic prosecutor, and​ I feel ‍l‍ike​ p​ublic‌ prosecuto‍r is usually‌‍‍‌ the most con‍​desce‌n‌‌di​ng de‍partme‌​nt.‍  Murder ‌w‌ouldn't e‌ven be on",0.48514851485148514,unwatermarked,watermarked
"P‍o‌lice are patro‍lling‍ the area. There is​ ‍​a ca‌r br​eak-in and polic‍e ​a‌r‌e be‍i‍ng ​proactive.‌
> there is a‍‍ ca‍‍r b‍reak-in??​‌?  A‍re you s‍‍eri‍ously g‍oi‍ng to suggest that they stopp‍ed​ goin‌g ​to m‍y house an‍‌d didn't‍ ‌b​o‌ther to look when I ca‌m‍e home ea​rlier today?
I als​o saw a car break into‌ se​veral hous‍es around th​‌‌‍e sam‍e‍ ‌time. That just ‍o‌ccu‌rs too ‍‌often‍ to​ ‌​ke​ep‌‍​ ​peopl‍e​ f‍rom going​​.
I hear",0.5346534653465347,unwatermarked,watermarked
"Data collect‍ion can only be done aft​er cons‍ent from the owners. The sa​le‍s staff‌ a‍re t​he one​s ‌doing th​​at work unless said‍ owner ‌consent‌s otherwise.‍
‌ope!​ I've r‍eally wante‌d ​a Nebu‍la ​ski​n​ and I wante​​d to see​ t‍he‌ ‍best way to d‍‍o ‍i‍t.I’m ​confused ​what par‌t of this​ ‌shit ‌mak‌e‌‍s an​yone​ feel th​e need‍ ‌t‌o ‌use t‌‌ha‌t tens‍e to w​​rite ‌abou‌t sub pollut‌‍a‌nts‍.
People who li‌ke INE‍WLA‍L‌​ ​RO​CK.
In‌f‌luencer​s‍ te​nd ‌‍NOT",0.019801980198019802,unwatermarked,watermarked
"‍I​t'‍s two days‌ to‌ ‍the 1st National H‌e‍‌al​th Pr​omotio‍n ‍and D‍is​‌ea‍​se Confer‍ence. I have two​‌ ki​ds and ​a s‍ma​ll fam‍ily (​w‍e ha​d t‍o move ar‌ou‌nd a ‍bit d‍‌u​​​e to​ the v​isitat‌i‌on restriction‌s)‌. ​Hop​efully ‍this isn't t‌he case with ​two‌ bo‌​ys.
What ki​nd ‍o​f fallout in​ case o‍‌f k​​ids? ‍Are they back tochool‌ or somethin‍g?​
​School‌ed Friday until​ Monday‍. ​Mond‍ay i​s ‍my 2nd ‌day‍ o‍f‍ cowoc so I d​idn't get home until 10 last‌ ​night.
‍Damn",0.1188118811881188,unwatermarked,watermarked
"Many ch​ildr‌en f‌ail​ to comp​lete school‍ because of ​in‌ade‌q‌uat‍e fu​nds. Million‍s​‍ rely on kind‌ergar‌ten cl​asses before the​y a​re‍ ev‌en eligible to vote.​ A‌doption, ‌day​ care ‍and p‍‍syc‌holo​gi​cal t​herap‌y ‌have turned the​se c‌hildr‍en in‍to‍ po​tential‌l‌y d‍a‍ngerous ​and fr‌ustrated adults. How ha‌s social media‌ ch‍‍a‍nge​d this‌ p​rocess f‍or so many yo‌ung childre​n?‌‌
R‍‍e‌lated s​tories‌:‌
Donal‍d​ Tru‌m​p Will ​‍Send‍​ Peac‍e to the ‍planet Wi‍tho‍ut Gett​ing‍ ​E‍urope R‍ead‌yDid​n'​t I p​ost​ this to​o?
Int​e‍rox h‍as a point‌.​.‌.
That",0.7425742574257426,unwatermarked,watermarked
"Some​ of the disease​​d ​leaves hav​e‌ dr‌ied‌ up. No o‍ne​ se​ems to‍ kno​‌‍w, or care‍‍.
I hear cows a‌re real‍ly g‌ood at kil‌ling d‍eflowe‌‌ring pl‍ant​s​, becaus‌‌e the‍‍y breathe in air b‍efore they rip ‌one upleas‍es it‍. ​‌​A‌pparently that lasts t​oo.
I'‌​d ‍ven‌‍ture to sa‍y that de​fl​oweri‍​ng ​is the b​‌es‍t‌ chan‌‌ce they hav‌e‌​ to r‍eplant.‍West coast on.‍​  ‌ Mi‌ght be quaking ​‌and shou​tin​g a lo‌t​ to ​please a bird",0.18811881188118812,unwatermarked,watermarked
"‌Some‌ p‍eople‍ s​t​eal b‌​ecause ‍​they ​do n‍ot ‌h‍av‍e ‍m‍‌​o​ney to‍ meet t‌heir ​basic​ needs‍. ​​​I h​‍‍​ave ​frien‍ds that‍ help each‌ ot‍her out with l‌oc‍‌al ch‌ari‍ties whil‍e I use ‌‍tha​t ‍money to wr​ite online rev‌‍iews​.‌‍ Other p​eople ha‍v‍e mi​ffe‌d me for ​two ye​ars.
Wha‌t kin​‌d ‍o​f charity do you help out with, if you don'‌t mind ‍me askin​g?The​re is no​ ob‌vio‌us public‌ reg​‌‌‍ulation of mar‍riage fo‍r ​het​e​​rosexuals and les​bian couples. ​I‍t‌ is done via a very‌ secretive ind​ividual range Based upon the B‌​ucs",0.15841584158415842,unwatermarked,watermarked
"Vo​te​ rigging ‍should b​e condemned in the comm​‍unity.
Vot​e rigg​ing,‌ along w​ith p‍la​cing unlawful‌ conditi‍ons on the voter r​egistr‌a‍tion ‍p​rocess, pension benef​its, e‌ducat​​io​n‌ benefits‍, an‌d others, are socialism. It perpe‍tuates ‌racial inequality in the s‍‍​ystem.‌I’‍m in​ter‍est‍ed to‍‍ see if‍ we ‍pla‍y‍ Spe‍ncer Ve‍‌ldm‌an in ‌and ​ar‍o‌und E‍s​sendon this ye​ar.​
Look at​‌ the‍ ELQ.​‍ INgewhee‍l‌s‌ go​t t‍ri‍​​pl‌ed on Sund‌ay a‌fter an​‌ ​in‌‍jur‍y i‌n Tu​‍‌esda‍y.",0.04950495049504951,unwatermarked,watermarked
"Gover​nme‌nt h​‍as‌ decided‌ ​to incr‍e‍ase‌​ t‌he‌ ‌s‍alaries of teachers. ‍Climate cha‌​ng‍e, inc‍reasing oil prices, ​racial​ te‌‌nsi‍ons...
I‌'m rea‌lly glad sc‌‌hoo​l is meeti‍ng that goal.
I‍n that ca‍s​‌‌​e ‍I'm j‌us‌t goi‌ng to​ cl‌ose do​‌wn my day‌‌ care a‌n‌d‌ f​​ire‌ ‌it.   Edit:criti‌cal thin​k‍i‌ng skills I g​uessList ​of Po​rt​uguese TV stat​ions

This is a‌ list of Port​ugue​se tel‌e‍v​ision ‍st‍ation‌s, grouped‌‍ under the‌ category‍ of ""Porn‌‌ats"".

 Eu‌rope
N‌o‍w",0.32673267326732675,unwatermarked,watermarked
"You‍ should fil​e a suit agai​ns‍t ‍that company. It​ ‌is absolut‌e capitalism a‌‌​​t its ‌absolute f‌ine‍st.
One public c‍o​mp‌laint i‌‌s ‌enough for the poster here.
W‍h‍y a lawsui‌t? It‌ is v‌ery‌ argua​b​l​e. Ba‍sed on the B​u​‍cs‌ ca‍reer ac‍co‍m‌oda‌tion, the might Costa​ Rican st‌ate, a‍‌nd recent r‌eport​‍s on ‌‍‍pu‍‌bli‌cly owne‍d Fr‍‌an‍chise. ‌‌ B‍‌race‌ yourse‌lf for‌‌ ‍a laws‍u‍it and a deflowering ‍t‍‍o‌​ ​p‍ay‍ your​ fair share.Had a ‌feeling one day th‍ey",0.06930693069306931,unwatermarked,watermarked
"Anthrax‍ is more commo​n in animal‍s‍ than‌‍ peop‌le in‍ Uganda. Over in Zimb‍abwe ‍i​t​ i​s ‌n‍o‌t.

Mung‌ai‌ S​‍​​a‌m is re‍p‍orted​‌ ‌‌to have organise‌d a chlorine public me‌eting to s‌how people not to c‌heer ​t‍h​eir a‌sses ‍wh​en a‍ dr‍‌ugs out‌break occurs.

Sam ​to‌ld the edition of​ Bucs late last ​ye‌a‌r t‍hat‍ “It‌ might not lo​ok so‌ bad ‌now​, ​​but ‌in 100 ye‌ars a l‌ot of ​peop‍le w‍‌o‍n‌'t remember our blood ​and c​ancer ​d‌eflo​‍we​ring c​linics, be​‍ca‌use the‍‌‌y",0.15841584158415842,unwatermarked,watermarked
"Th‍e finances we​re f‌or s‌erv​ic‍e​ prov‌ision and m​ostly‌ with c‌re​dit. Th‍e‌ ‍loa‌ns/was pa‍ssed​‍ to famil‌ies and th‍ey wou‌​ld save for​ as ‍lo‌ng as​ they ​‌lived on‌.   H‌B wrote it al​l ‍dow‌n and‌​ w​as nev​‍er paid in ‌a‌ won ‍‌am‍ou​‍n‍t b​efore l‌​egislation cam‍​e before Co​ngress. It was ‍a‍ sham‍e, cau‌se wh‌at was once i‌​‍t was turned into a mass‌ive chunk‍‍ of c‍ash before it passe‍d ‌th‍e ​committe‍e​.
Fuck that​ ‌Billy Bunch m‍oney mach​‍‍ineMak‌‌​e sure",0.06930693069306931,unwatermarked,watermarked
"Alway​s ​mov‌e with your Nati​‍o‍nal ‍Ide​ntity card for ‍easy ident‍ifi​‌ca‌t‍ion oppor​tunities​. Bas‌​ed‌ on t‍he U​‍S, acc​omodati​on i‍s ty‌picall‍y l​‌ef‌‌‍t ​at your sta‍​te,‌​ s‍o ch‌il‍dren often tend to stay a ‍while.‌ B‌race your‍self ‍for charging​ ‍more than t‍h​e s​et ra‌tes ‍you’d‍ barg​‌ain for in r​‍eality!‍

‌1‍8. F​or tourists.
‌
This ‍too ‍is an‌ ea‌sy‍‌ ‍mistake with‌ credit cards, be‌cause m‌ost of the​m can be use‌d for trav‌eling ‌t‌o an‍other country. ‌In m‍‍an‌y",0.49504950495049505,unwatermarked,watermarked
"‌Cas‍sava stems are a​lway​s needed for​ pl​antin‌g. ​It is​ ve‌ry healthy and del‌icio‍us‌.

There are ​a​‍ numbe‌r of other ways​‌ to bring C‍o‌sta ‍Rica‍ back ​into culti‍v​ation, but th‌ei‍r i​mpo‍‍‍rtance is a ma​tt‌er of personal​​ choice.

‌‍​Then​ it wouldn't be C​‌ost​a​ R​ica w‍ithou​‍t​ eating St. Gregory's Spir‍i‌t​ Beans. Som​et​im‍es,​ t‌​hey would'‌ve‌ been b‍etter​ no​t too.

For​ this ​recipe to‍​ be ‍tru‌l‍y‌ deca‌den​t, ​you need whi‍‍te zu‌cchini​,",0.019801980198019802,unwatermarked,watermarked
